Halaman,Judul,Tautan,Penulis,Tahun,Sitasi,Institusi
5008,From consumer information regulation to nutrition competition: a response,https://scholar.google.com/scholar?q=+intitle:'From consumer information regulation to nutrition competition: a response',"C Moorman, R Ferraro, RH Smith, J Huber
Marketing Science, 747-755, 2012",2012,3,"Marketing Science, 747-755, 2012"
5008,DESAIN PENGEMBANGAN MODEL PRAKTIKUM RANGKAIAN LISTRIK BERBASIS MASALAH TERHADAP KETERAMPILAN SCIENTIFIC INQUIRY DAN KOGNISI MAHASISWA,https://scholar.google.com/scholar?q=+intitle:'DESAIN PENGEMBANGAN MODEL PRAKTIKUM RANGKAIAN LISTRIK BERBASIS MASALAH TERHADAP KETERAMPILAN SCIENTIFIC INQUIRY DAN KOGNISI MAHASISWA',"S Simatupang, T Tampubolon, E Halawa
Jurnal Inpafi 3 (2), 2015",2015,1,"Jurnal Inpafi 3 (2), 2015"
5008,Promosi Kesehatan tentang Kesehatan Reproduksi Remaja dengan Media Audio Visual Terhadap Pengetahuan dan Sikap di SMAN 4 Tugu Kota Malang,https://scholar.google.com/scholar?q=+intitle:'Promosi Kesehatan tentang Kesehatan Reproduksi Remaja dengan Media Audio Visual Terhadap Pengetahuan dan Sikap di SMAN 4 Tugu Kota Malang',"I Abdullah, WS Ilmiah
I-Com: Indonesian Community Journal 3 (3), 1266-1272, 2023",2023,7,"I-Com: Indonesian Community Journal 3 (3), 1266-1272, 2023"
5008,Pengenalan dan Penggunaan Website Ujian Online Sebagai Media Pembelajaran Pada Siswa/Siswi SMA Negeri 1 STM Hilir,https://scholar.google.com/scholar?q=+intitle:'Pengenalan dan Penggunaan Website Ujian Online Sebagai Media Pembelajaran Pada Siswa/Siswi SMA Negeri 1 STM Hilir',"S Aripin, N Silalahi, K Ulfa
Journal of Social Responsibility Projects by Higher Education Forum 1 (2), 36-39, 2020",2020,1,"Journal of Social Responsibility Projects by Higher Education Forum 1 (2), 36-39, 2020"
5008,Analisis Akustik Backscatter untuk Pemprofilan Dasar Laut Guna Penentuan Lokasi Duduk Kapal Selam (Studi Kasus di Perairan Laut Jawa Utara Segmen 8),https://scholar.google.com/scholar?q=+intitle:'Analisis Akustik Backscatter untuk Pemprofilan Dasar Laut Guna Penentuan Lokasi Duduk Kapal Selam (Studi Kasus di Perairan Laut Jawa Utara Segmen 8)',"H Jayanto, HM Manik, AP Adi
Jurnal Chart Datum 7 (2), 143-162, 2021",2021,0,"Jurnal Chart Datum 7 (2), 143-162, 2021"
5008,Production planning and capacity control with demand forecasting using artificial neural network (Case study PT. Dynaplast) for industry 4.0,https://scholar.google.com/scholar?q=+intitle:'Production planning and capacity control with demand forecasting using artificial neural network (Case study PT. Dynaplast) for industry 4.0',"PA Gunawan, L Gozali, L Widodo, FJ Daywin, CO Doaly
Proceedings of the 11th Annual International Conference on Industrial …, 2021",2021,15,"Proceedings of the 11th Annual International Conference on Industrial …, 2021"
5008,Analisis Risiko Ke Analisis Risiko K3 Menggunakan Pendekatan HIRADC Dan JSA (Studi Kasus: Proyek Pembangunan Menara BNI Di Jakarta),https://scholar.google.com/scholar?q=+intitle:'Analisis Risiko Ke Analisis Risiko K3 Menggunakan Pendekatan HIRADC Dan JSA (Studi Kasus: Proyek Pembangunan Menara BNI Di Jakarta)',"IM Zulfa
Universitas Brawijaya, 2017",2017,1,"Universitas Brawijaya, 2017"
5009,On-site MinION sequencing,https://scholar.google.com/scholar?q=+intitle:'On-site MinION sequencing',"LR Runtuwene, JSB Tuda, AE Mongan, Y Suzuki
Single molecule and single cell sequencing, 143-150, 2019",2019,28,"Single molecule and single cell sequencing, 143-150, 2019"
5009,Nutrient release properties of urea-magnesium-natural rubber composite coated by chitosan,https://scholar.google.com/scholar?q=+intitle:'Nutrient release properties of urea-magnesium-natural rubber composite coated by chitosan',"M Adlim, F Zarlaida, RFI Rahmayani, R Wardani
Environmental Technology & Innovation, 100442",2019,0,"Environmental Technology & Innovation, 100442"
5009,Relevansi Nilai-Nilai Pendidikan Akhlak Dalam Kitab Syarah Al-Hikam Karya KH Sholeh Darat (Dikaitkan Dengan Konteks Kekinian),https://scholar.google.com/scholar?q=+intitle:'Relevansi Nilai-Nilai Pendidikan Akhlak Dalam Kitab Syarah Al-Hikam Karya KH Sholeh Darat (Dikaitkan Dengan Konteks Kekinian)',"A Aziz
UIN RADEN FATAH PALEMBANG, 2017",2017,4,"UIN RADEN FATAH PALEMBANG, 2017"
5009,The Affecting Factors on the Roles of Women in the Household Livelihood Sustainability of Seaweed Farmer,https://scholar.google.com/scholar?q=+intitle:'The Affecting Factors on the Roles of Women in the Household Livelihood Sustainability of Seaweed Farmer',"N Rahmah, NI Wianti, N Isyana, H Batoa, A Kasirang
IJSTAS, 0",0000,0,"IJSTAS, 0"
5009,"Mina Wisata Sebagai Alternatif Pengembangan Wisata Bahari di Kawasan Pesisir Buleleng, Bali Utara","https://scholar.google.com/scholar?q=+intitle:'Mina Wisata Sebagai Alternatif Pengembangan Wisata Bahari di Kawasan Pesisir Buleleng, Bali Utara'","GA Yudasmara
Jurnal Segara 12 (1), 2016",2016,8,"Jurnal Segara 12 (1), 2016"
5009,Moderasi Agama dalam Perspektif Fiqih (Analisis Konsep Al-Tsawabit dan Al-Mutaghayyirat dalam Fiqih serta Penerapannya pada Masa Pandemi Covid-19),https://scholar.google.com/scholar?q=+intitle:'Moderasi Agama dalam Perspektif Fiqih (Analisis Konsep Al-Tsawabit dan Al-Mutaghayyirat dalam Fiqih serta Penerapannya pada Masa Pandemi Covid-19)',"J Johari
An-Nida' 44 (2), 115-135, 2021",2021,3,"An-Nida' 44 (2), 115-135, 2021"
5009,Peer Review: Performa dan lama berahi sapi Peranakan Simmental yang memperoleh penambahan kecambah kacang hijau dalam pakan,https://scholar.google.com/scholar?q=+intitle:'Peer Review: Performa dan lama berahi sapi Peranakan Simmental yang memperoleh penambahan kecambah kacang hijau dalam pakan',"ET Setiatin
Universitas Diponegoro, 0",0000,0,"Universitas Diponegoro, 0"
5009,ASUHAN KEPERAWATAN ANSIETAS PADA IBU PARTUS PREMATURUS IMMINIENS DENGAN MENGGUNAKAN PENERAPAN TERAPI HIPNOTIS LIMA JARI DI RSU ANWAR MEDIKA,https://scholar.google.com/scholar?q=+intitle:'ASUHAN KEPERAWATAN ANSIETAS PADA IBU PARTUS PREMATURUS IMMINIENS DENGAN MENGGUNAKAN PENERAPAN TERAPI HIPNOTIS LIMA JARI DI RSU ANWAR MEDIKA',"N Rahmah, CPL Dewi
Perpustakan Universitas Bina Sehat, 2023",2023,1,"Perpustakan Universitas Bina Sehat, 2023"
5009,PERANCANGAN KAWASAN WISATA DI DESA SELOHARJO BANTUL,https://scholar.google.com/scholar?q=+intitle:'PERANCANGAN KAWASAN WISATA DI DESA SELOHARJO BANTUL',"YB Wismarani, FCK Analisa
DHARMA BAKTI, 47-56, 2021",2021,0,"DHARMA BAKTI, 47-56, 2021"
5009,Analisis faktor-faktor yang mempengaruhi audit delay pada perusahaan nonkeuangan di bursa efek indonesia tahun 2006-2008,https://scholar.google.com/scholar?q=+intitle:'Analisis faktor-faktor yang mempengaruhi audit delay pada perusahaan nonkeuangan di bursa efek indonesia tahun 2006-2008',"R Mumpuni Sa, ENA Yuyetta
Universitas Diponegoro, 2011",2011,29,"Universitas Diponegoro, 2011"
5010,Usability measurement of google classroom applications as e-learning for students of department of building engineering education IKIP gunung sitoli,https://scholar.google.com/scholar?q=+intitle:'Usability measurement of google classroom applications as e-learning for students of department of building engineering education IKIP gunung sitoli',"E Harefa
ISER (Indonesian Science Education Research) 2 (1), 2020",2020,2,"ISER (Indonesian Science Education Research) 2 (1), 2020"
5010,Makna Simbolik Makanan Khas Bakalan: Studi Etnografi,https://scholar.google.com/scholar?q=+intitle:'Makna Simbolik Makanan Khas Bakalan: Studi Etnografi',"D Dzarna, Y Mijianti, ES Dewi
Belajar Bahasa Universitas Muhammadiyah Jember 1 (2022), 15-24, 2022",2022,3,"Belajar Bahasa Universitas Muhammadiyah Jember 1 (2022), 15-24, 2022"
5010,"SKKD No. 427/UN25. 5.1/TU. 3/2018"" Studi Pengobatan Diabetes Melitus Tipe 2 dengan Komplikasi Hipertensi di Instalasi Rawat jalan RSU dr. H. Koesnadi Bondo...","https://scholar.google.com/scholar?q=+intitle:'SKKD No. 427/UN25. 5.1/TU. 3/2018"" Studi Pengobatan Diabetes Melitus Tipe 2 dengan Komplikasi Hipertensi di Instalasi Rawat jalan RSU dr. H. Koesnadi Bondo...'","SW Saputri, ANW Pratama, F Farm, D Holidah",2018,0,
5010,FAKTOR-FAKTOR YANG MEMPENGARUHI KECEMASAN ORANG TUA SAAT MENGHADAPI HOSPITALISASI PADA ANAK DI RUANG GALATIK RSUD CIDERES KABUPATEN MAJALENGKA TAHUN 2019,https://scholar.google.com/scholar?q=+intitle:'FAKTOR-FAKTOR YANG MEMPENGARUHI KECEMASAN ORANG TUA SAAT MENGHADAPI HOSPITALISASI PADA ANAK DI RUANG GALATIK RSUD CIDERES KABUPATEN MAJALENGKA TAHUN 2019',I Handriana,0000,0,
5010,Usaha-Usaha Muhammadiyah dalam Mengembangkan Dakwah Islamiyah di Kec. Perwakilan Pasaman,https://scholar.google.com/scholar?q=+intitle:'Usaha-Usaha Muhammadiyah dalam Mengembangkan Dakwah Islamiyah di Kec. Perwakilan Pasaman',"Sarwan
Fakultas Dakwah IAIN Imam Bonjol Padang, 1991",1991,0,"Fakultas Dakwah IAIN Imam Bonjol Padang, 1991"
5010,Tunjuk Ajar Melayu : Shame and Guilt of Malay Population in Riau,https://scholar.google.com/scholar?q=+intitle:'Tunjuk Ajar Melayu : Shame and Guilt of Malay Population in Riau',"J Hanifah, N Aiyuda, NH Ramadhan, I Kusumawati, S Sudan, IA Muis, ...
ICIPSY (International Conferences on Islamic Psychology)At: Hotel Phoniex …, 2018",2018,0,"ICIPSY (International Conferences on Islamic Psychology)At: Hotel Phoniex …, 2018"
5010,GAMBARAN DIATOM PADA PERAIRAN DANAU BUATAN LIMBUNGAN SEBAGAI PENUNJANG DIAGNOSIS IDENTIFIKASI TEMPAT KORBAN MATI TENGGELAM,https://scholar.google.com/scholar?q=+intitle:'GAMBARAN DIATOM PADA PERAIRAN DANAU BUATAN LIMBUNGAN SEBAGAI PENUNJANG DIAGNOSIS IDENTIFIKASI TEMPAT KORBAN MATI TENGGELAM',H Abizar,0000,0,
5010,Terapi Murottal dalam Mengatasi Gangguan Pola Tidur pada Pasien Lansia,https://scholar.google.com/scholar?q=+intitle:'Terapi Murottal dalam Mengatasi Gangguan Pola Tidur pada Pasien Lansia',"D Dayuningsih, MW Listyorini, A Tandilangan, KW Tarnoto, ...
Journal of Telenursing (JOTING) 5 (2), 2688-2695, 2023",2023,2,"Journal of Telenursing (JOTING) 5 (2), 2688-2695, 2023"
5010,Faktor-faktor yang Mempengaruhi Return Saham di Perusahaan Syariah,https://scholar.google.com/scholar?q=+intitle:'Faktor-faktor yang Mempengaruhi Return Saham di Perusahaan Syariah',"PR Syafitri, R Fadhillah
Indonesian Journal of Applied Accounting and Finance 3 (2), 183-195, 2023",2023,0,"Indonesian Journal of Applied Accounting and Finance 3 (2), 183-195, 2023"
5010,"Pengaruh Label Halal, Brand Image, Kualitas Produk, Dan Jasa Endorse Terhadap Keputusan Pembelian Kosmetik Sariayu (Studi Pada Ibu-ibu di Desa Lesanpuro)","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Label Halal, Brand Image, Kualitas Produk, Dan Jasa Endorse Terhadap Keputusan Pembelian Kosmetik Sariayu (Studi Pada Ibu-ibu di Desa Lesanpuro)'","W Sholiha, MR Basalamah, I Athia
E-JRM: Elektronik Jurnal Riset Manajemen 11 (04), 2022",2022,7,"E-JRM: Elektronik Jurnal Riset Manajemen 11 (04), 2022"
5011,"A multicenter phase II study of docetaxel and vinorelbine in recurrent ovarian cancer: Activity in platinum-resistant, paclitaxel pretreated disease.","https://scholar.google.com/scholar?q=+intitle:'A multicenter phase II study of docetaxel and vinorelbine in recurrent ovarian cancer: Activity in platinum-resistant, paclitaxel pretreated disease.'","G Aravantinos, D Bafaloukos, D Skarlos, C Papadimitriou, G Fountzilas, ...
Annals of Oncology 11",2000,0,Annals of Oncology 11
5011,Pendekatan Structural Equation Modeling (SEM) Pada Analisis Pengaruh Kualitas Layanan Terhadap Kepuasan Dan Loyalitas Pelanggan: Studi Kasus,https://scholar.google.com/scholar?q=+intitle:'Pendekatan Structural Equation Modeling (SEM) Pada Analisis Pengaruh Kualitas Layanan Terhadap Kepuasan Dan Loyalitas Pelanggan: Studi Kasus',"N Wisudawati, A Gustianda, B Wahyudi
Integrasi: Jurnal Ilmiah Teknik Industri 9 (1), 24-29, 2024",2024,0,"Integrasi: Jurnal Ilmiah Teknik Industri 9 (1), 24-29, 2024"
5011,"Perinatal pandemic (H1N1) 2009 infection, Thailand","https://scholar.google.com/scholar?q=+intitle:'Perinatal pandemic (H1N1) 2009 infection, Thailand'","W Dulyachai, J Makkoch, P Rianthavorn, M Changpinyo, ...
Emerging infectious diseases 16 (2), 343",2010,43,"Emerging infectious diseases 16 (2), 343"
